Date,Easy,Medium,Hard
14/02/23,"8,0,0,9,0,2,6,0,3,1,2,4,8,0,3,0,0,0,6,0,0,0,4,0,8,1,0,7,0,1,6,0,0,0,0,9,3,0,8,0,0,0,4,0,7,0,0,0,4,0,9,0,3,8,0,8,0,2,0,0,0,7,0,0,0,3,0,8,6,0,5,4,0,7,2,0,5,0,0,8,0","9,0,0,0,0,8,5,0,0,0,0,5,0,0,4,0,0,0,7,2,0,9,1,0,0,0,0,6,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,5,0,1,7,4,0,0,3,0,9,0,0,0,0","0,0,0,0,5,0,9,4,0,1,0,0,0,3,2,0,0,0,0,0,0,8,0,0,0,0,0,4,0,7,0,0,5,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,7,0,0,0,0,6,9,0,0,0,8,0,0,1,3,0,4,0,0,7,0,0,2,0,0,0,5,0,0,0,0,0,0"
15/02/23,"8,5,3,2,9,0,0,0,0,0,2,1,8,0,3,6,5,0,9,6,0,1,5,0,3,2,0,2,0,0,0,0,0,7,1,3,0,1,0,0,3,0,0,0,4,0,0,5,9,4,1,0,0,0,0,0,9,5,0,8,0,0,7,0,3,6,0,0,0,1,0,0,0,8,0,0,0,7,9,0,0","0,9,8,0,3,2,0,0,6,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,7,4,0,3,0,1,0,8,0,0,7,0,0,0,0,0,3,1,0,0,0,4,9,0,0,0,8,0,0,0,0,0,0,9,0,0,4,0,0,5,6,0,0,0,0,0,0,3,0,0,2,0,0,6,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,2,0,7,0,0,0,0,0,3,4,0,0,1,0,0,3,0,2,0,0,3,0,1,0,7,0,8,0,6,0,0,0,0,0,0,0,0,8,5,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,4,6,0,0"
16/02/23,"1,4,9,0,0,0,0,2,8,3,0,0,9,4,8,0,0,0,0,0,0,0,1,2,0,0,7,0,2,0,4,0,6,0,3,0,8,0,6,0,0,0,5,0,4,9,1,0,0,5,3,0,0,0,0,0,1,6,3,0,7,9,0,2,6,0,0,9,0,4,1,0,4,9,3,2,0,0,0,0,0","3,0,9,7,0,4,0,0,2,0,0,0,0,9,0,0,0,5,7,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,7,0,0,0,2,0,3,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,6,0,4,8,3,0,0,0,0,0,0,0,0,2,0,0,5,9,0,0","0,0,0,0,0,6,2,0,0,0,6,0,0,0,0,0,0,0,0,7,1,0,9,4,0,0,6,0,0,0,0,0,3,0,8,0,6,0,0,7,1,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,9,0,6,0,0,0,5,8,0,0,4,5,0,0,1,0,0"
17/02/23,"9,7,4,3,2,8,0,0,6,8,0,2,0,0,1,9,0,7,6,0,0,5,0,9,0,8,2,0,8,5,6,0,0,3,0,0,0,0,7,1,4,0,0,0,9,0,6,0,7,0,3,1,0,0,2,0,0,0,5,0,0,9,0,0,9,0,0,0,0,6,5,0,0,3,0,0,1,0,0,4,0","9,0,0,8,0,6,2,4,0,0,0,0,7,0,0,0,0,0,7,1,0,0,0,0,0,0,6,0,7,0,0,3,0,8,0,4,0,3,0,0,0,0,0,9,1,0,0,0,9,0,0,7,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,4,9,0,7,0,0,0,2,6,0,0,0,0,0","0,0,0,0,0,3,9,6,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,1,7,5,0,0,0,9,0,0,0,0,4,0,0,0,0,0,3,9,6,0,7,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,1,0,4,0,0,6,0,8,0,0,0,0,0"
18/02/23,"0,9,0,0,7,0,2,4,0,4,0,0,0,1,5,3,6,0,0,2,6,8,0,0,0,0,0,9,0,8,6,5,1,0,0,0,5,6,3,0,0,7,8,0,1,0,0,0,9,0,8,0,5,7,6,0,9,0,8,0,7,0,0,0,0,0,7,0,3,0,2,6,7,4,0,0,0,0,5,0,0","6,0,0,0,9,7,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,8,3,0,6,2,8,6,0,0,1,0,0,3,0,0,0,0,3,0,0,8,0,1,0,0,0,0,0,0,0,7,0,3,4,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0","1,0,0,0,0,2,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,0,8,0,3,0,9,0,2,8,0,4,0,0,0,0,9,7,0,0,5,0,2,0,0,0,0,0,0,0,0,4,6,0,0,6,0,7,3,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0"
19/02/23,"0,0,0,4,0,0,7,1,6,0,3,0,0,7,9,0,8,0,6,2,7,0,0,5,0,0,0,3,0,6,0,0,2,0,0,1,5,0,0,7,0,6,2,4,0,8,4,2,3,0,0,0,6,0,4,0,0,0,6,0,0,2,8,2,5,8,0,0,4,6,0,0,0,0,0,2,9,0,0,3,0","8,3,0,1,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,2,0,0,3,9,5,7,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,7,0,0,2,1,2,0,0,0,8,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,5,1,8,0,9","1,0,9,0,8,0,0,0,3,0,4,0,0,0,1,5,0,0,0,6,0,0,0,0,0,0,0,0,0,7,1,0,8,0,0,0,9,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5,0,6,2,5,0,0,0,9,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,7,0,0,0,8"
20/02/23,"0,4,0,0,0,5,7,3,1,2,0,0,1,6,3,9,0,0,0,0,8,9,4,0,0,0,0,8,0,0,4,7,0,3,0,5,7,6,0,5,3,0,0,0,0,3,2,5,0,0,0,0,8,0,6,8,1,0,0,4,5,0,0,0,0,0,0,5,1,0,2,6,0,7,2,0,0,0,0,9,0","1,0,0,5,0,3,0,0,0,0,0,5,7,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,9,0,7,0,0,0,2,0,8,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,6,0,0,5,7,0,0,0,0,0,0,0,0,8,4","0,0,2,6,0,0,0,8,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,2,6,4,0,1,7,0,0,0,0,0,2,0,0,8,0,7,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0,0,1,4,0,0,0,0,2,0,3,0,0,0,0,0,0,0,9,0,0,0,8,6,0,0"
21/02/23,"0,6,1,0,9,0,7,3,0,0,8,0,0,4,0,0,9,2,9,2,0,5,1,0,0,0,0,2,0,9,7,0,0,0,0,8,0,1,6,0,2,5,0,0,3,0,0,8,0,0,1,5,2,0,6,9,0,4,7,0,3,0,0,1,0,4,6,0,3,0,0,0,8,0,0,0,0,0,4,0,6","0,0,9,0,4,0,0,3,0,0,8,0,0,9,0,7,2,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,6,0,0,3,7,0,0,0,0,0,2,0,0,6,0,0,5,0,0,0,0,7,9,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,8","0,0,0,0,8,3,0,0,0,0,0,4,9,0,0,0,0,0,0,1,0,0,0,0,0,3,9,0,0,0,1,7,0,2,5,0,0,0,1,0,0,0,4,0,0,0,7,0,5,0,0,0,0,0,0,8,0,0,0,2,0,7,0,0,3,0,0,0,0,5,0,6,1,2,0,0,0,0,9,0,0"
22/02/23,"0,0,0,3,9,8,7,0,0,3,9,1,7,0,0,0,8,0,8,0,0,0,0,5,3,0,4,0,0,0,9,0,3,5,2,0,0,0,2,0,8,0,4,6,0,6,0,3,0,2,0,8,0,0,0,0,0,2,7,0,1,0,6,1,4,9,0,0,0,0,3,7,0,7,0,1,3,4,0,0,0","0,0,0,3,5,0,1,0,0,0,7,6,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,7,4,0,6,0,0,8,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,4,6,9,0,0,0,2,6,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,0","0,0,0,0,7,0,0,5,0,0,0,8,2,0,6,0,1,0,0,1,0,0,0,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,2,8,0,0,3,8,0,0,0,0,0,0,0,0,0,5,2,6,0,0,1,9,0,0,0,0,4,9,0,0,0,6"
23/02/23,"0,6,2,0,0,0,3,0,9,0,8,0,6,0,0,4,7,0,9,0,0,5,0,2,0,1,0,0,0,3,0,5,0,2,0,0,0,0,0,7,2,3,9,4,0,2,0,9,4,0,8,6,0,7,6,2,4,0,7,0,0,0,0,1,0,8,0,0,0,7,2,4,0,0,0,0,9,4,0,0,8","0,9,0,0,0,0,0,1,3,0,0,5,0,0,0,7,0,0,0,0,0,0,8,1,0,5,0,8,0,9,2,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,0,6,5,0,0,9,0,0,0,0,0,0,3,5,1,6,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0","0,6,0,1,2,4,0,0,9,9,0,0,0,0,5,0,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,7,9,0,1,0,0,0,6,0,0,0,0,0,0,0,4,2,8,0,6,0,0"
24/02/23,"6,8,9,0,0,0,0,3,4,0,4,0,1,8,3,0,0,0,0,0,2,4,0,0,7,5,8,0,0,1,0,5,9,0,0,3,0,0,0,0,6,0,0,4,7,0,5,6,0,7,0,2,0,0,8,2,0,0,0,5,3,0,0,9,6,0,0,0,2,4,0,5,5,0,0,6,0,8,9,0,0","0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,9,0,5,7,0,0,0,0,8,0,0,0,9,0,0,0,0,2,6,2,0,0,0,8,0,0,0,0,0,7,0,9,1,0,0,4,0,0,0,3,8,0,0,5,0,0,8,6,0,0,5,0,0,0,2,0,0,2,0,0,0,0,1,0","0,0,0,0,0,5,1,0,0,0,7,4,0,0,0,0,2,0,0,0,9,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,6,0,0,8,0,0,0,0,4,0,0,6,0,1,0,0,0,0,0,6,2,4,0,3,0,9,0,0,0,7,6,3,0,0,2,0,0,0,0,0,0,0,4,0"
25/02/23,"9,3,0,7,0,0,0,4,0,0,0,8,1,5,0,2,3,0,5,0,0,6,0,3,0,9,7,0,0,9,0,0,2,7,1,4,1,4,3,0,9,0,0,5,0,7,0,5,0,0,6,0,0,0,0,0,0,0,0,0,3,7,8,0,8,1,3,0,0,5,0,0,3,0,0,0,8,5,0,0,1","0,0,5,0,0,0,3,0,0,7,0,1,0,0,0,6,0,0,0,0,0,6,2,0,4,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,5,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,5,0,0,1,0,5,9,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0","0,0,0,0,9,0,8,2,0,0,1,0,7,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,4,0,3,0,7,9,0,0,6,0,0,0,1,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,8,0,0,0,0,4,7,0,3,0,0,0,0,6,0,0,9,0,0,0,0,0,0,5"
26/02/23,"5,4,0,0,8,1,0,0,2,1,6,8,2,0,0,0,5,0,0,0,2,0,0,4,0,6,1,0,8,5,4,1,6,0,0,0,0,9,0,0,0,0,5,7,0,3,0,0,0,5,0,1,4,0,2,0,4,0,3,0,0,0,5,0,1,0,7,0,0,2,8,9,0,0,0,1,0,2,7,0,0","0,6,2,4,0,0,0,9,0,0,0,0,0,0,0,2,8,0,7,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,0,0,5,8,0,3,0,0,0,1,3,1,0,9,5,0,0,0,4,0,0,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0","8,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,4,2,0,0,0,7,0,0,0,8,0,0,0,0,2,0,9,5,0,0,0,4,0,0,0,0,0,1,9,0,0,0,0,8,7,0,0,0,0,0,0,0,3,6,0,0,0,0,2,9,1,0,0,0,0"
27/02/23,"0,8,9,5,0,0,3,1,0,1,0,0,0,3,7,0,2,8,3,4,0,8,0,0,0,0,0,6,9,8,0,0,0,0,0,7,0,7,0,0,0,0,2,4,3,0,0,0,7,1,5,0,9,0,9,0,3,0,0,0,5,0,2,8,0,7,9,0,6,0,0,0,0,0,5,0,2,8,0,7,9","0,0,0,7,0,0,4,3,0,0,6,0,2,0,0,0,0,9,4,0,0,5,0,0,0,8,0,0,0,8,0,0,0,0,0,0,9,0,2,8,0,0,0,0,0,7,0,0,0,5,0,0,0,1,0,9,0,0,0,8,1,6,0,0,0,6,1,0,0,0,9,8,0,0,0,0,0,9,3,0,0","7,0,4,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,1,0,3,0,0,0,9,0,0,5,0,0,0,0,2,0,0,0,0,0,7,0,8,0,0,0,0,8,6,5,4,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,5,0,0,0,6,0,0,1,0,0,9,0,0,0,0,8"
28/02/23,"0,0,3,2,7,0,9,4,5,2,0,9,0,4,0,3,7,0,0,4,7,9,5,0,0,0,2,0,2,0,0,0,5,0,0,6,0,6,0,3,0,0,7,0,8,3,1,4,8,0,0,0,0,0,0,0,0,7,0,2,0,9,0,8,7,0,0,0,0,2,5,0,4,0,0,0,3,6,0,8,0","0,0,6,0,9,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,6,0,0,0,7,0,0,0,0,3,4,0,7,9,3,0,8,0,0,0,0,4,0,2,0,0,0,0,0,6,0,0,0,1,0,0,9,0,0,1,0,0,0,3,7,0","0,7,1,0,0,3,4,0,0,0,0,6,7,0,0,9,0,5,0,0,0,0,5,0,0,1,0,2,6,0,0,0,7,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,9,0,8,0,2,0,0,0,8,0,2,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0"
01/03/23,"9,0,0,1,4,2,3,7,0,4,3,7,9,0,8,0,0,0,0,0,0,7,0,0,4,9,5,6,8,9,0,0,4,0,0,0,5,0,0,0,9,3,0,0,2,0,0,0,0,0,7,9,1,6,1,5,6,0,0,0,2,0,4,0,2,0,0,6,0,0,3,0,0,0,0,8,2,0,1,0,0","0,0,0,0,7,0,0,0,0,0,6,0,0,4,0,5,0,0,2,8,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,8,0,0,2,0,0,8,0,0,0,0,0,0,0,0,7,0,4,0,8,0,0,1,0,0,0,0,3,0,0,1,0,0,9,2,0,0,0,9,0,4,0,0,0,7,0","0,0,0,7,0,0,1,0,8,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,8,0,0,0,0,0,0,3,2,0,0,0,9,6,0,0,6,0,0,7,0,3,0,6,0,1,0,0,0,0,0,4,2,0,0,0,0,4,9,0,0,0,8,0,0,0,3,7,5,0"
02/03/23,"0,0,6,8,4,3,5,9,0,0,2,5,0,7,9,4,0,0,9,3,0,0,0,0,8,1,0,3,0,0,0,0,7,9,6,0,2,6,0,3,8,0,0,0,0,4,0,7,6,0,0,0,5,0,6,0,0,7,0,8,0,0,5,0,7,0,0,3,0,0,0,1,0,4,3,5,0,0,0,0,9","1,0,9,0,0,3,0,0,0,0,5,0,0,0,0,9,0,4,0,7,2,0,5,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,1,5,4,0,0,0,0,0,4,0,0,7,0,0,9,2,0,1,7,0,0,6,2,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,7,0,0","5,0,0,8,1,0,0,0,2,8,0,0,0,0,2,0,9,4,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,9,0,7,8,0,3,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,9,0,0,0,3,0,6,0,0"
03/03/23,"5,6,0,0,7,0,1,9,0,7,0,2,0,3,9,0,0,6,9,0,0,5,6,8,0,7,0,0,9,5,8,0,2,0,0,4,0,0,0,0,0,3,2,1,0,2,1,4,0,0,0,8,0,9,0,2,6,3,0,5,0,8,0,0,0,9,6,2,0,4,0,0,0,5,0,0,0,0,0,0,0","0,0,0,5,0,0,0,8,4,2,0,0,6,0,0,0,0,0,0,0,7,0,1,0,0,6,2,8,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0,0,0,0,0,8,3,0,0,0,5,0,0","0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,7,0,0,9,4,0,0,0,7,0,0,6,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,5,0,6,0,1,0,3,4,0,0,0,0,3,0,6,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,7,0,0,5,8,2"
04/03/23,"0,8,0,3,0,0,9,6,0,6,9,3,0,0,0,0,5,4,7,0,0,9,6,4,0,3,0,0,5,0,0,9,0,8,0,0,4,0,1,0,0,2,6,0,0,9,6,0,0,1,7,2,0,0,0,3,7,6,0,9,0,0,1,0,0,9,2,0,0,3,0,6,5,0,0,7,0,0,0,0,9","0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,8,6,0,7,0,0,7,0,0,0,0,8,0,0,9,0,5,0,0,0,4,0,3,0,0,0,7,0,1,0,0,0,0,0,8,3,0,0,0,0,0,8,2,4,0,0,0,0,0,0,0,1,0,9,0,0,0,0","0,0,0,0,0,5,0,0,6,0,0,6,0,0,8,0,0,9,0,3,0,0,0,7,0,5,0,4,5,0,0,0,0,0,6,0,0,0,7,0,0,2,0,1,0,6,0,0,7,0,0,0,0,4,0,0,1,0,0,9,0,0,0,0,0,3,0,8,0,0,0,7,2,0,0,0,0,0,0,0,0"
05/03/23,"4,0,0,0,0,3,5,1,0,3,0,0,0,9,2,8,0,6,8,1,9,0,4,0,0,0,0,0,0,2,0,0,9,1,8,0,7,0,8,3,0,0,0,5,0,0,4,1,0,8,7,9,0,0,0,6,0,7,3,0,2,0,5,0,7,0,2,0,5,0,0,0,2,0,0,9,0,0,0,3,1","3,0,0,0,2,0,0,0,4,0,1,2,9,0,0,0,0,0,0,0,6,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,6,0,0,0,0,2,0,9,0,0,8,1,0,0,7,0,2,5,2,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0","0,0,6,4,0,0,0,0,7,2,0,0,9,3,0,5,0,0,0,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,8,6,0,0,1,0,9,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,7,0,6,0,9,5,0,0,3,0,2,1,0,0"
06/03/23,"9,8,0,6,0,7,0,4,0,4,0,0,0,0,0,6,5,7,6,0,0,3,2,0,0,0,0,0,0,8,9,3,0,0,0,4,0,6,2,0,4,8,9,3,0,0,0,4,0,6,0,0,0,1,1,4,0,0,0,0,8,0,6,0,3,0,4,8,6,5,1,0,0,5,0,2,0,9,0,0,0","0,8,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,9,7,6,0,0,1,0,0,0,0,0,0,9,0,0,0,0,7,8,0,0,2,0,0,0,4,0,0,5,0,0,0,7,0,0,0,0,0,9,0,0,0,1,0,0,0,0,3,0,0,9,6,0,0,0,0,0,1,0,0,8,3,0,2","0,0,0,4,0,2,1,0,9,5,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,3,1,0,0,0,0,0,0,7,0,0,2,0,9,5,0,0,0,4,0,0,0,0,3,0,0,8,0,0,9,7,0,0,0,0,0,8,0,0,0,0,0,0,6,3,0,4,1,0,0,0,0,0,0,0"
07/03/23,"0,0,0,8,0,0,7,1,3,8,0,1,5,4,7,0,0,0,2,6,0,0,3,0,0,8,0,0,0,5,0,8,0,0,9,4,0,0,8,3,6,4,0,0,0,1,0,0,7,0,0,6,0,0,0,0,0,9,5,2,8,0,7,0,8,4,0,0,3,2,0,9,5,9,2,0,0,8,0,0,0","0,4,2,0,0,0,5,0,0,0,0,0,0,6,0,7,0,0,9,6,0,0,0,0,0,0,0,1,0,0,4,0,8,0,9,0,7,0,5,0,0,0,0,0,6,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,9,3,0,2,7,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0","0,0,0,5,0,0,0,0,1,0,0,9,0,0,0,0,4,0,5,0,6,0,0,0,0,8,0,0,0,0,2,0,9,8,1,0,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,5,8,0,0,4,7,0,0,0,0,0,0,0,7,0,9,4"
08/03/23,"0,7,1,0,2,4,0,0,0,4,0,0,0,0,6,7,0,9,0,8,9,0,0,7,1,0,2,0,0,0,2,6,0,0,0,3,0,2,0,7,0,3,0,8,6,0,9,0,8,0,0,2,7,5,0,5,0,6,1,0,3,2,7,7,0,8,0,0,0,5,0,0,0,0,3,0,7,0,0,6,0","0,7,1,0,0,0,0,0,6,0,0,2,0,6,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,4,0,9,0,0,0,0,0,9,0,3,0,5,0,4,0,8,7,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,7,1,9,0,0,2,0,0,0,0,4,0,8,0","2,0,0,0,8,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,9,0,1,0,0,0,2,5,0,0,0,0,7,0,0,0,0,0,7,0,0,0,6,1,0,6,0,0,9,0,0,0,0,0,9,0,0,5,0,0,7,8,0,0,0,6,0,5,0,0"
09/03/23,"0,0,7,0,0,5,1,0,0,8,0,9,3,0,0,6,0,7,5,0,2,0,8,6,0,9,0,0,8,0,0,7,3,0,4,1,2,0,0,1,6,0,0,7,0,7,5,1,0,0,0,9,3,0,0,2,0,6,0,1,7,0,3,6,0,3,2,0,0,0,1,0,0,9,0,0,0,0,5,0,0","0,7,0,9,0,0,3,0,4,9,5,0,0,7,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,6,0,0,8,0,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,7,1,0,3,0,0,2,0,0,6,0","9,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,6,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,9,0,0,0,4,8,0,2,9,3,0,0,8,2,0,1,0,0,0,7,6,0,0,0,0,0,0,8,0,0,0,3,7,0,0,2,0,0,0"
10/03/23,"0,8,3,1,6,2,0,5,0,6,9,0,3,0,0,8,1,0,0,4,0,5,0,0,0,7,3,4,0,9,0,5,6,0,0,0,0,2,0,0,3,8,0,4,5,0,0,7,4,0,0,3,9,0,5,0,0,8,4,0,0,0,7,9,6,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,8","0,9,5,0,0,0,0,0,0,0,0,7,0,6,0,0,3,0,8,0,0,9,0,0,0,0,7,0,0,0,6,0,0,9,2,0,0,0,0,0,1,8,0,4,0,0,5,0,7,0,4,0,0,0,0,3,0,0,2,0,0,9,0,0,0,0,0,0,0,0,8,0,2,0,0,3,0,0,0,0,0","0,0,0,0,0,3,8,9,1,0,0,9,4,0,8,0,0,0,0,6,0,0,0,0,4,0,0,2,0,0,0,0,0,0,6,8,0,0,0,1,5,0,3,0,4,0,0,0,3,0,0,0,0,2,0,8,3,9,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
11/03/23,"8,1,0,5,2,0,6,3,0,6,0,0,0,0,3,1,8,9,7,3,9,1,0,0,0,0,0,2,0,6,0,3,5,7,0,0,0,8,0,0,0,6,3,0,4,1,0,0,0,8,7,0,0,0,0,5,2,6,0,4,0,0,0,0,0,8,3,5,0,0,4,6,0,0,0,0,0,0,0,9,3","0,3,0,7,0,0,0,0,0,0,0,2,8,0,0,6,1,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,5,0,0,0,4,0,2,0,0,7,5,0,0,0,7,0,0,0,0","2,0,0,0,0,0,0,0,4,0,8,0,2,0,0,0,7,0,0,7,0,3,0,0,0,0,6,0,0,1,0,6,9,3,0,0,0,0,0,5,0,0,0,0,2,0,0,5,4,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,5,0,0,4,0,0,8,0"
12/03/23,"4,3,6,7,0,0,0,8,2,0,0,0,0,0,2,4,1,7,0,0,7,9,4,8,0,0,0,0,0,0,2,7,0,0,3,1,6,2,0,0,0,3,0,0,8,3,7,5,0,0,0,0,6,0,0,0,9,3,0,5,8,0,0,0,0,0,0,6,0,3,7,0,0,8,0,0,2,7,1,0,6","0,1,0,3,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,1,0,0,0,0,9,3,0,0,4,0,0,5,0,0,1,0,0,2,0,0,0,9,0,4,0,0,0,6,8,2,0,0,0,0,0","0,0,0,0,0,0,0,4,0,0,0,0,8,1,0,6,0,0,3,0,9,0,0,0,0,5,0,1,0,4,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,2,5,0,7,3,0,0,4,5,0,8,0,0,0,6,0,7,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0"
13/03/23,"1,0,0,0,7,4,3,0,0,0,0,0,1,6,0,0,2,7,0,0,8,0,0,0,1,5,6,0,8,0,4,1,3,0,0,0,9,5,1,0,0,6,0,0,0,0,0,4,0,0,7,6,1,8,0,4,0,2,0,0,9,7,0,7,3,0,6,0,0,0,4,1,0,1,5,7,4,0,0,0,0","0,2,3,9,0,0,0,0,0,4,0,7,0,8,0,0,0,0,0,0,0,0,0,2,6,0,8,0,0,0,0,4,0,0,2,0,0,0,0,0,0,3,8,0,1,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,2,9,0,2,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0","7,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,8,0,0,0,0,1,0,0,3,0,0,2,0,8,0,0,0,5,1,0,0,0,0,0,4,0,7,2,0,0,0,9,0,0,0,0,0,0,8,3,0,0,0,0,0,0,1,0,0,0,6,2,0,0,5,0,0,7"
